項次,補助縣市,申請補(捐)助單位,核准日期,活動名稱,活動時間(起),活動時間(迄),活動地點,核准補助金額(千元),核准理由(預期效益),核准補助金額(元)
167,臺南市善化區,台南市同心家族土風舞交流協會,2017/4/21,106年度母親節慶團圓暨宣導節能減碳,2017/5/13,2017/5/13,善化區文康育樂中心,20,藉由活動宣導開發電源節約用電正確觀念,20000
687,臺南市善化區,台南市同心家族土風舞交流協會,2017/4/21,106年度母親節慶團圓暨宣導節能減碳,2017/5/13,2017/5/13,善化區文康育樂中心,20,藉由活動宣導開發電源節約用電正確觀念,20000
153,臺南市新化區,台南市新化區北勢社區發展協會,2017/4/21,媽媽教室及全里里民106年度慶祝母親節溫馨家庭親子,2017/5/13,2017/5/13,北勢社區發展協會辦公室廣場,20,藉由活動宣導開發電源節約用電正確觀念,20000
673,臺南市新化區,台南市新化區北勢社區發展協會,2017/4/21,媽媽教室及全里里民106年度慶祝母親節溫馨家庭親子,2017/5/13,2017/5/13,北勢社區發展協會辦公室廣場,20,藉由活動宣導開發電源節約用電正確觀念,20000
91,臺南市新營區,台南市新營區舊?社區發展協會,2017/4/21,106年度關懷弱勢暨節能減碳宣導,2017/5/21,2017/5/21,新營區舊?社區活動中心,20,藉由活動宣導開發電源節約用電正確觀念,20000
102,臺南市新營區,台南市新營區埤寮社區發展協會,2017/4/21,106年度端午佳節暨節能減碳宣導活動,2017/5/27,2017/5/27,埤寮社區回動中心廣場,20,藉由活動宣導開發電源節約用電正確觀念,20000
611,臺南市新營區,台南市新營區舊?社區發展協會,2017/4/21,106年度關懷弱勢暨節能減碳宣導,2017/5/21,2017/5/21,新營區舊?社區活動中心,20,藉由活動宣導開發電源節約用電正確觀念,20000
622,臺南市新營區,台南市新營區埤寮社區發展協會,2017/4/21,106年度端午佳節暨節能減碳宣導活動,2017/5/27,2017/5/27,埤寮社區回動中心廣場,20,藉由活動宣導開發電源節約用電正確觀念,20000
594,新北市,新北市林口區老人會,2017/4/21,協助新北市林口區老人會辦理健康講座暨老人福利政策宣導暨用電宣導,2017/6/29,2017/6/30,新北市林口區,100,配合宣導電力發展營運，提升台電企業形象,100000
1120,新北市,桂山發電廠,2017/4/21,協助桂山發電廠辦理「粗坑電廠風華」寫生繪畫比賽暨電力宣導活動,2017/6/10,2017/6/10,新北市新店區,140,配合宣導電力發展營運，提昇文教品質,140000
1127,新北市,新北市石門區民俗體育運動協會,2017/4/21,協助新北市石門區民俗體育運動協會辦理「新北市106年冠軍盃龍獅運動錦標賽」,2017/4/22,2017/4/22,新北市石門區,80,配合宣導電力發展營運，提昇文教品質,80000
1273,新北市,桂山發電廠,2017/4/21,協助桂山發電廠辦理「粗坑電廠風華」寫生繪畫比賽暨電力宣導活動,2017/6/10,2017/6/10,新北市新店區,140,配合宣導電力發展營運，提昇文教品質,140000
1280,新北市,新北市石門區民俗體育運動協會,2017/4/21,協助新北市石門區民俗體育運動協會辦理「新北市106年冠軍盃龍獅運動錦標賽」,2017/4/22,2017/4/22,新北市石門區,80,配合宣導電力發展營運，提昇文教品質,80000
1426,新北市,桂山發電廠,2017/4/21,協助桂山發電廠辦理「粗坑電廠風華」寫生繪畫比賽暨電力宣導活動,2017/6/10,2017/6/10,新北市新店區,140,配合宣導電力發展營運，提昇文教品質,140000
1433,新北市,新北市石門區民俗體育運動協會,2017/4/21,協助新北市石門區民俗體育運動協會辦理「新北市106年冠軍盃龍獅運動錦標賽」,2017/4/22,2017/4/22,新北市石門區,80,配合宣導電力發展營運，提昇文教品質,80000
1579,新北市,桂山發電廠,2017/4/21,協助桂山發電廠辦理「粗坑電廠風華」寫生繪畫比賽暨電力宣導活動,2017/6/10,2017/6/10,新北市新店區,140,配合宣導電力發展營運，提昇文教品質,140000
1586,新北市,新北市石門區民俗體育運動協會,2017/4/21,協助新北市石門區民俗體育運動協會辦理「新北市106年冠軍盃龍獅運動錦標賽」,2017/4/22,2017/4/22,新北市石門區,80,配合宣導電力發展營運，提昇文教品質,80000
1732,新北市,桂山發電廠,2017/4/21,協助桂山發電廠辦理「粗坑電廠風華」寫生繪畫比賽暨電力宣導活動,2017/6/10,2017/6/10,新北市新店區,140,配合宣導電力發展營運，提昇文教品質,140000
1739,新北市,新北市石門區民俗體育運動協會,2017/4/21,協助新北市石門區民俗體育運動協會辦理「新北市106年冠軍盃龍獅運動錦標賽」,2017/4/22,2017/4/22,新北市石門區,80,配合宣導電力發展營運，提昇文教品質,80000
1885,新北市,桂山發電廠,2017/4/21,協助桂山發電廠辦理「粗坑電廠風華」寫生繪畫比賽暨電力宣導活動,2017/6/10,2017/6/10,新北市新店區,140,配合宣導電力發展營運，提昇文教品質,140000
1892,新北市,新北市石門區民俗體育運動協會,2017/4/21,協助新北市石門區民俗體育運動協會辦理「新北市106年冠軍盃龍獅運動錦標賽」,2017/4/22,2017/4/22,新北市石門區,80,配合宣導電力發展營運，提昇文教品質,80000
2038,新北市,桂山發電廠,2017/4/21,協助桂山發電廠辦理「粗坑電廠風華」寫生繪畫比賽暨電力宣導活動,2017/6/10,2017/6/10,新北市新店區,140,配合宣導電力發展營運，提昇文教品質,140000
2045,新北市,新北市石門區民俗體育運動協會,2017/4/21,協助新北市石門區民俗體育運動協會辦理「新北市106年冠軍盃龍獅運動錦標賽」,2017/4/22,2017/4/22,新北市石門區,80,配合宣導電力發展營運，提昇文教品質,80000
2138,新北市,桂山發電廠,2017/4/21,協助桂山發電廠辦理「粗坑電廠風華」寫生繪畫比賽暨電力宣導活動,2017/6/10,2017/6/10,新北市新店區,140,配合宣導電力發展營運，提昇文教品質,140000
2145,新北市,新北市石門區民俗體育運動協會,2017/4/21,協助新北市石門區民俗體育運動協會辦理「新北市106年冠軍盃龍獅運動錦標賽」,2017/4/22,2017/4/22,新北市石門區,80,配合宣導電力發展營運，提昇文教品質,80000
319,新北市板橋區,新北市殘疾人福利服務協會,2017/4/21,身心障礙社會福利政策暨空氣汙染防制宣導,2017/6/18,2017/6/18,新北市板橋區第一市民活動中心,30,配合宣導節約用電提升企業形象,30000
839,新北市板橋區,新北市殘疾人福利服務協會,2017/4/21,身心障礙社會福利政策暨空氣汙染防制宣導,2017/6/18,2017/6/18,新北市板橋區第一市民活動中心,30,配合宣導節約用電提升企業形象,30000
287,新北市石門區,新北市石門區公所,2017/4/21,德茂里里民潘秀美急難救助,2017/4/21,2017/4/21,石門區,2,敦親睦鄰提升企業形象,2000
807,新北市石門區,新北市石門區公所,2017/4/21,德茂里里民潘秀美急難救助,2017/4/21,2017/4/21,石門區,2,敦親睦鄰提升企業形象,2000
69,彰化縣和美鎮,彰化縣熱活溫馨舞動協會,2017/4/21,慶祝母親節暨水土保持及節油節電宣導活動,2017/5/1,2017/5/1,和美鎮,10,藉由活動宣導開發電源節約用電正確觀念,10000
589,彰化縣和美鎮,彰化縣熱活溫馨舞動協會,2017/4/21,慶祝母親節暨水土保持及節油節電宣導活動,2017/5/1,2017/5/1,和美鎮,10,藉由活動宣導開發電源節約用電正確觀念,10000
97,屏東縣恆春鎮,屏東縣恆春鎮藝術文化品質提昇促進協會,2017/4/22,慶祝母視節聯觀晚會,2017/5/13,2017/5/13,恆春鎮恆南路125巷30弄廣場,20,敦親睦鄰提升企業形象,20000
108,屏東縣恆春鎮,屏東縣恆春鎮公所,2017/4/22,山海國小105學年度第2學期游泳教學,2017/4/21,2017/6/30,恆春鎮,10,敦親睦鄰提升企業形象,10000
120,屏東縣恆春鎮,屏東縣恆春鎮公所,2017/4/22,城南里林政文急難補助,2017/4/22,2017/5/31,恆春鎮,10,敦親睦鄰提升企業形象,10000
132,屏東縣恆春鎮,屏東縣恆春鎮公所,2017/4/22,網紗里李秀端急難補助,2017/4/22,2017/5/31,恆春鎮,4,敦親睦鄰提升企業形象,4000
146,屏東縣恆春鎮,屏東縣恆春鎮公所,2017/4/22,恆春國小105學年度校慶運動會,2017/4/28,2017/4/28,恆春國小,30,敦親睦鄰提升企業形象,30000
617,屏東縣恆春鎮,屏東縣恆春鎮藝術文化品質提昇促進協會,2017/4/22,慶祝母視節聯觀晚會,2017/5/13,2017/5/13,恆春鎮恆南路125巷30弄廣場,20,敦親睦鄰提升企業形象,20000
628,屏東縣恆春鎮,屏東縣恆春鎮公所,2017/4/22,山海國小105學年度第2學期游泳教學,2017/4/21,2017/6/30,恆春鎮,10,敦親睦鄰提升企業形象,10000
640,屏東縣恆春鎮,屏東縣恆春鎮公所,2017/4/22,城南里林政文急難補助,2017/4/22,2017/5/31,恆春鎮,10,敦親睦鄰提升企業形象,10000
652,屏東縣恆春鎮,屏東縣恆春鎮公所,2017/4/22,網紗里李秀端急難補助,2017/4/22,2017/5/31,恆春鎮,4,敦親睦鄰提升企業形象,4000
666,屏東縣恆春鎮,屏東縣恆春鎮公所,2017/4/22,恆春國小105學年度校慶運動會,2017/4/28,2017/4/28,恆春國小,30,敦親睦鄰提升企業形象,30000
1112,高雄市,高雄市沿海小型漁船業者協會,2017/4/24,協助高雄市沿海小型漁船業者協會辦理漁業技術研習及參訪國家經濟建設暨宣導支持大林電廠更新改建計畫活動,2017/5/12,2017/5/14,大林發電廠,70,配合宣導電力發展營運，提升台電企業形象,70000
1265,高雄市,高雄市沿海小型漁船業者協會,2017/4/24,協助高雄市沿海小型漁船業者協會辦理漁業技術研習及參訪國家經濟建設暨宣導支持大林電廠更新改建計畫活動,2017/5/12,2017/5/14,大林發電廠,70,配合宣導電力發展營運，提升台電企業形象,70000
1418,高雄市,高雄市沿海小型漁船業者協會,2017/4/24,協助高雄市沿海小型漁船業者協會辦理漁業技術研習及參訪國家經濟建設暨宣導支持大林電廠更新改建計畫活動,2017/5/12,2017/5/14,大林發電廠,70,配合宣導電力發展營運，提升台電企業形象,70000
1571,高雄市,高雄市沿海小型漁船業者協會,2017/4/24,協助高雄市沿海小型漁船業者協會辦理漁業技術研習及參訪國家經濟建設暨宣導支持大林電廠更新改建計畫活動,2017/5/12,2017/5/14,大林發電廠,70,配合宣導電力發展營運，提升台電企業形象,70000
1724,高雄市,高雄市沿海小型漁船業者協會,2017/4/24,協助高雄市沿海小型漁船業者協會辦理漁業技術研習及參訪國家經濟建設暨宣導支持大林電廠更新改建計畫活動,2017/5/12,2017/5/14,大林發電廠,70,配合宣導電力發展營運，提升台電企業形象,70000
1877,高雄市,高雄市沿海小型漁船業者協會,2017/4/24,協助高雄市沿海小型漁船業者協會辦理漁業技術研習及參訪國家經濟建設暨宣導支持大林電廠更新改建計畫活動,2017/5/12,2017/5/14,大林發電廠,70,配合宣導電力發展營運，提升台電企業形象,70000
2030,高雄市,高雄市沿海小型漁船業者協會,2017/4/24,協助高雄市沿海小型漁船業者協會辦理漁業技術研習及參訪國家經濟建設暨宣導支持大林電廠更新改建計畫活動,2017/5/12,2017/5/14,大林發電廠,70,配合宣導電力發展營運，提升台電企業形象,70000
2130,高雄市,高雄市沿海小型漁船業者協會,2017/4/24,協助高雄市沿海小型漁船業者協會辦理漁業技術研習及參訪國家經濟建設暨宣導支持大林電廠更新改建計畫活動,2017/5/12,2017/5/14,大林發電廠,70,配合宣導電力發展營運，提升台電企業形象,70000
206,高雄市鳳山區,高雄市常青瑜珈協會,2017/4/24,「會員教育訓練暨宣導節約用電、低碳能源政策」活動,2017/5/27,2017/5/27,高雄市鳳山區博愛路425號鳳大餐廳,20,藉由活動宣導開發電源節約用電正確觀念,20000
223,高雄市鳳山區,高雄市鳳山地面高爾夫球協會,2017/4/24,「第27屆高雄市長盃地面高爾夫球友誼大會暨推動宣導節約用電政策」活動,2017/5/21,2017/5/21,高雄市鳳山區光遠路大東公園,20,藉由活動宣導開發電源節約用電正確觀念,20000
239,高雄市鳳山區,高雄市鳳山區鳳甲社區發展協會,2017/4/24,「106年度社區營造教育訓練暨節能減碳愛地球宣導」活動,2017/5/7,2017/5/7,代德宮活動中心(鳳山區國慶九街25-1號),20,加強地方關係、促進電源開發及節約用電,20000
257,高雄市鳳山區,高雄市鳳山區富甲社區發展協會,2017/4/24,「106年登革熱宣導結合社區樂活運動趣味防治競賽暨推動宣導節約用電低碳能源政策」活動,2017/5/27,2017/5/27,鳳山區五甲國小操場及籃球場,20,藉由活動宣導開發電源節約用電正確觀念,20000
275,高雄市鳳山區,中華民國撞球推廣協會,2017/4/24,「2017年度第9屆台灣盃全國撞球公開賽暨台電節約用電、用電安全政令宣導」活動,2017/6/11,2017/6/11,高雄市鳳山區文衡路343-1號1樓,20,藉由活動宣導開發電源節約用電正確觀念,20000
726,高雄市鳳山區,高雄市常青瑜珈協會,2017/4/24,「會員教育訓練暨宣導節約用電、低碳能源政策」活動,2017/5/27,2017/5/27,高雄市鳳山區博愛路425號鳳大餐廳,20,藉由活動宣導開發電源節約用電正確觀念,20000
743,高雄市鳳山區,高雄市鳳山地面高爾夫球協會,2017/4/24,「第27屆高雄市長盃地面高爾夫球友誼大會暨推動宣導節約用電政策」活動,2017/5/21,2017/5/21,高雄市鳳山區光遠路大東公園,20,藉由活動宣導開發電源節約用電正確觀念,20000
759,高雄市鳳山區,高雄市鳳山區鳳甲社區發展協會,2017/4/24,「106年度社區營造教育訓練暨節能減碳愛地球宣導」活動,2017/5/7,2017/5/7,代德宮活動中心(鳳山區國慶九街25-1號),20,加強地方關係、促進電源開發及節約用電,20000
777,高雄市鳳山區,高雄市鳳山區富甲社區發展協會,2017/4/24,「106年登革熱宣導結合社區樂活運動趣味防治競賽暨推動宣導節約用電低碳能源政策」活動,2017/5/27,2017/5/27,鳳山區五甲國小操場及籃球場,20,藉由活動宣導開發電源節約用電正確觀念,20000
795,高雄市鳳山區,中華民國撞球推廣協會,2017/4/24,「2017年度第9屆台灣盃全國撞球公開賽暨台電節約用電、用電安全政令宣導」活動,2017/6/11,2017/6/11,高雄市鳳山區文衡路343-1號1樓,20,藉由活動宣導開發電源節約用電正確觀念,20000
445,高雄市苓雅區,高雄市陳氏世傳太極拳協會,2017/4/24,106年中華武術太極觀摩暨全民健康運動宣導活動,2017/5/28,2017/5/28,高雄市前鎮區瑞田街61號(慶昇樓餐廳一樓大廣場),30,藉由活動宣導開發電源節約用電正確觀念,30000
965,高雄市苓雅區,高雄市陳氏世傳太極拳協會,2017/4/24,106年中華武術太極觀摩暨全民健康運動宣導活動,2017/5/28,2017/5/28,高雄市前鎮區瑞田街61號(慶昇樓餐廳一樓大廣場),30,藉由活動宣導開發電源節約用電正確觀念,30000
405,高雄市前鎮區,高雄市前鎮區信義社區發展協會,2017/4/24,106年度台電節能減碳及水資源宣導活動,2017/6/11,2017/6/11,田寮月世界、美濃老街,10,藉由活動宣導開發電源節約用電正確觀念,10000
925,高雄市前鎮區,高雄市前鎮區信義社區發展協會,2017/4/24,106年度台電節能減碳及水資源宣導活動,2017/6/11,2017/6/11,田寮月世界、美濃老街,10,藉由活動宣導開發電源節約用電正確觀念,10000
323,高雄市梓官區,高雄市梓官區水噹噹婦女成長協會,2017/4/24,節能減碳、節約用電政策宣導活動,2017/5/21,2017/5/21,高雄市梓官區大舍社區廣場,20,敦親睦鄰提升企業形象,20000
843,高雄市梓官區,高雄市梓官區水噹噹婦女成長協會,2017/4/24,節能減碳、節約用電政策宣導活動,2017/5/21,2017/5/21,高雄市梓官區大舍社區廣場,20,敦親睦鄰提升企業形象,20000
301,嘉義縣民雄鄉,嘉義縣阿里山人仁協會,2017/4/24,端午粽香社團關懷暨節約能源用電安全,2017/5/28,2017/5/28,嘉義縣民雄打貓園(嘉義縣民雄鄉菁埔1-23號),20,加強地方關係、促進電源開發及節約用電,20000
